symbol,symbolName,lastPrice,percentChange,percentChange5d,percentChange1m,percentChange1y,opinion,tradeTime,symbolCode,hasOptions,symbolType,raw.symbol,raw.symbolName,raw.lastPrice,raw.percentChange,raw.percentChange5d,raw.percentChange1m,raw.percentChange1y,raw.opinion,raw.tradeTime,raw.symbolCode,raw.hasOptions,raw.symbolType
$DSBT,U.S. Biotechnology Index,"2,744.43",-1.66%,-0.39%,+1.34%,-11.27%,56% Buy,08/25/25,INDEX,No,9,$DSBT,U.S. Biotechnology Index,2744.43,-0.016587117303062,-0.0039,0.0134,-0.1127,56,1756156027,INDEX,False,9
$DSDB,U.S. Brewers Index,526.87,-2.27%,+0.96%,+0.82%,-5.22%,40% Sell,08/25/25,INDEX,No,9,$DSDB,U.S. Brewers Index,526.87,-0.022722213978335,0.0096,0.0082,-0.0522,-40,1756156027,INDEX,False,9
$DSBC,U.S. Broadcasting & Entertainment Index,"1,220.07",-0.61%,+1.74%,-1.52%,+13.25%,40% Buy,08/25/25,INDEX,No,9,$DSBC,U.S. Broadcasting & Entertainment Index,1220.07,-0.0061420157867726,0.0174,-0.0152,0.1325,40,1756156027,INDEX,False,9
$DSRB,U.S. Broadline Retailers Index,"4,764.13",-0.69%,-2.37%,-1.07%,+23.01%,72% Buy,08/25/25,INDEX,No,9,$DSRB,U.S. Broadline Retailers Index,4764.13,-0.0068749726397768,-0.0237,-0.0107,0.2301,72,1756156027,INDEX,False,9
$DSBD,U.S. Building Materials & Fixtures Index,"2,466.93",-1.24%,+0.60%,-0.79%,+8.30%,88% Buy,08/25/25,INDEX,No,9,$DSBD,U.S. Building Materials & Fixtures Index,2466.93,-0.012366783835505,0.006,-0.0079,0.083,88,1756156027,INDEX,False,9
$DSIV,U.S. Business Support Services Index,"1,176.47",-1.19%,+1.16%,-4.97%,-10.41%,88% Sell,08/25/25,INDEX,No,9,$DSIV,U.S. Business Support Services Index,1176.47,-0.01185966621591,0.0116,-0.0497,-0.1041,-88,1756156027,INDEX,False,9
$DSBE,U.S. Business Training & Employment Agencies Ind,118.71,-0.69%,+3.07%,-0.93%,-0.67%,40% Sell,08/25/25,INDEX,No,9,$DSBE,U.S. Business Training & Employment Agencies Ind,118.71,-0.0069432825832358,0.0307,-0.0093,-0.0067,-40,1756156027,INDEX,False,9
$DSCF,U.S. Clothing & Accessories Index,275.75,-1.03%,+0.15%,-5.04%,+6.49%,100% Sell,08/25/25,INDEX,No,9,$DSCF,U.S. Clothing & Accessories Index,275.75,-0.010336288267595,0.0015,-0.0504,0.0649,-100,1756156027,INDEX,False,9
$DSHR,U.S. Commercial Vehicles & Trucks Index,"5,418.20",-1.04%,+2.04%,-0.96%,+21.29%,88% Buy,08/25/25,INDEX,No,9,$DSHR,U.S. Commercial Vehicles & Trucks Index,5418.2,-0.010426844970769,0.0204,-0.0096,0.2129,88,1756156027,INDEX,False,9
$DSCC,U.S. Commodity Chemicals Index,751.13,-1.10%,+1.11%,-0.23%,-7.18%,24% Buy,08/25/25,INDEX,No,9,$DSCC,U.S. Commodity Chemicals Index,751.13,-0.011020408163265,0.0111,-0.0023,-0.0718,24,1756156027,INDEX,False,9
$DSCR,U.S. Computer Hardware Index,"11,388.44",-0.19%,-1.45%,+5.91%,+0.28%,56% Buy,08/25/25,INDEX,No,9,$DSCR,U.S. Computer Hardware Index,11388.44,-0.0018781984369673,-0.0145,0.0591,0.0028,56,1756156027,INDEX,False,9
$DSDV,U.S. Computer Services Index,246.75,-1.17%,+0.57%,-9.07%,+5.24%,40% Sell,08/25/25,INDEX,No,9,$DSDV,U.S. Computer Services Index,246.75,-0.011695437978131,0.0057,-0.0907,0.0524,-40,1756156027,INDEX,False,9
$DSSF,U.S. Consumer Finance Index,796.73,-0.46%,+2.09%,+1.45%,+32.55%,100% Buy,08/25/25,INDEX,No,9,$DSSF,U.S. Consumer Finance Index,796.73,-0.0046225153979735,0.0209,0.0145,0.3255,100,1756156027,INDEX,False,9
$DSVE,U.S. Conventional Electricity Index,419.55,-0.98%,-0.52%,+0.53%,+14.56%,88% Buy,08/25/25,INDEX,No,9,$DSVE,U.S. Conventional Electricity Index,419.55,-0.0098414047012178,-0.0052,0.0053,0.1456,88,1756156027,INDEX,False,9
$DSDN,U.S. Defense Index,773.25,-0.14%,+0.41%,+3.37%,+10.73%,100% Buy,08/25/25,INDEX,No,9,$DSDN,U.S. Defense Index,773.25,-0.0014205462646091,0.0041,0.0337,0.1073,100,1756156027,INDEX,False,9
$DSAF,U.S. Delivery Services Index,"1,027.49",-1.03%,+1.68%,-6.40%,-21.03%,56% Sell,08/25/25,INDEX,No,9,$DSAF,U.S. Delivery Services Index,1027.49,-0.010325464019803,0.0168,-0.064,-0.2103,-56,1756156027,INDEX,False,9
$DSVN,U.S. Distillers & Vintners Index,329.27,-1.97%,-0.82%,-5.19%,-32.77%,72% Sell,08/25/25,INDEX,No,9,$DSVN,U.S. Distillers & Vintners Index,329.27,-0.019679647493152,-0.0082,-0.0519,-0.3277,-72,1756156027,INDEX,False,9
$DSID,U.S. Diversified Industrials Index,949.82,-1.30%,+1.95%,+0.06%,+12.60%,56% Buy,08/25/25,INDEX,No,9,$DSID,U.S. Diversified Industrials Index,949.82,-0.012999698648073,0.0195,0.0006,0.126,56,1756156027,INDEX,False,9
$DSDT,U.S. Diversified Reits Index,56.62,-0.39%,+1.85%,+1.94%,+9.66%,100% Buy,08/25/25,INDEX,No,9,$DSDT,U.S. Diversified Reits Index,56.62,-0.0038705137227306,0.0185,0.0194,0.0966,100,1756156027,INDEX,False,9
$DSRD,U.S. Drug Retailers Index,"1,120.52",-1.38%,-1.33%,-2.86%,+25.17%,24% Buy,08/25/25,INDEX,No,9,$DSRD,U.S. Drug Retailers Index,1120.52,-0.013817746563166,-0.0133,-0.0286,0.2517,24,1756156027,INDEX,False,9
$DSHD,U.S. Durable Household Products Index,141.22,-0.36%,+0.35%,-5.14%,+3.34%,32% Buy,08/25/25,INDEX,No,9,$DSHD,U.S. Durable Household Products Index,141.22,-0.0035983913074154,0.0035,-0.0514,0.0334,32,1756156027,INDEX,False,9
$DSEC,U.S. Electrical Components & Equipment Index,977.34,-0.47%,-1.32%,-5.07%,+46.04%,80% Buy,08/25/25,INDEX,No,9,$DSEC,U.S. Electrical Components & Equipment Index,977.34,-0.0046947400580478,-0.0132,-0.0507,0.4604,80,1756156027,INDEX,False,9
$DSEU,U.S. Electricity Index,418.34,-0.98%,-0.52%,+0.51%,+14.52%,88% Buy,08/25/25,INDEX,No,9,$DSEU,U.S. Electricity Index,418.34,-0.0098461538461539,-0.0052,0.0051,0.1452,88,1756156027,INDEX,False,9
$DSAI,U.S. Electronic Equipment Index,"1,542.36",-0.09%,+0.04%,+4.26%,+36.98%,100% Buy,08/25/25,INDEX,No,9,$DSAI,U.S. Electronic Equipment Index,1542.36,-0.00091982018163214,0.0004,0.0426,0.3698,100,1756156027,INDEX,False,9
$DSOS,U.S. Exploration & Production Index,"1,023.16",+0.77%,+4.59%,+1.88%,-4.34%,48% Buy,08/25/25,INDEX,No,9,$DSOS,U.S. Exploration & Production Index,1023.16,0.0076720801284261,0.0459,0.0188,-0.0434,48,1756156027,INDEX,False,9
$DSFA,U.S. Financial Administration Index,589.09,-1.33%,+0.83%,-3.98%,+3.65%,72% Sell,08/25/25,INDEX,No,9,$DSFA,U.S. Financial Administration Index,589.09,-0.013282637097585,0.0083,-0.0398,0.0365,-72,1756156027,INDEX,False,9
$DSFC,U.S. Fixed Line Telecommunications Index,169.93,-0.11%,-0.62%,+2.57%,+44.95%,100% Buy,08/25/25,INDEX,No,9,$DSFC,U.S. Fixed Line Telecommunications Index,169.93,-0.0010581388513315,-0.0062,0.0257,0.4495,100,1756156027,INDEX,False,9
$DSFP,U.S. Food Products Index,538.75,-1.60%,+0.92%,-4.79%,-15.65%,100% Sell,08/25/25,INDEX,No,9,$DSFP,U.S. Food Products Index,538.75,-0.015963761895194,0.0092,-0.0479,-0.1565,-100,1756156027,INDEX,False,9
$DSFD,U.S. Food Retailers & Wholesalers Index,"1,277.19",-0.38%,+0.17%,-3.36%,+22.74%,56% Buy,08/25/25,INDEX,No,9,$DSFD,U.S. Food Retailers & Wholesalers Index,1277.19,-0.003845193897607,0.0017,-0.0336,0.2274,56,1756156027,INDEX,False,9
$DSFT,U.S. Footwear Index,"1,679.18",+1.24%,+2.81%,+1.38%,-12.38%,72% Buy,08/25/25,INDEX,No,9,$DSFT,U.S. Footwear Index,1679.18,0.012395847150041,0.0281,0.0138,-0.1238,72,1756156027,INDEX,False,9
$DSIF,U.S. Full Line Insurance Index,80.32,-0.64%,+0.05%,+8.51%,+6.99%,100% Buy,03/22/25,INDEX,No,9,$DSIF,U.S. Full Line Insurance Index,80.32,-0.0064324591786246,0.0005,0.0851,0.0699,100,1742619599,INDEX,False,9
$DSFH,U.S. Furnishings Index,476.05,-1.21%,+2.95%,+10.22%,+23.15%,100% Buy,08/25/25,INDEX,No,9,$DSFH,U.S. Furnishings Index,476.05,-0.012118948307705,0.0295,0.1022,0.2315,100,1756156027,INDEX,False,9
$DSCA,U.S. Gambling Index,764.20,+0.60%,+3.72%,+0.35%,+19.31%,88% Buy,08/25/25,INDEX,No,9,$DSCA,U.S. Gambling Index,764.2,0.0060160867790899,0.0372,0.0035,0.1931,88,1756156027,INDEX,False,9
$DSGU,U.S. Gas Distribution Index,371.81,-1.44%,+1.17%,+1.99%,+23.95%,100% Buy,08/25/25,INDEX,No,9,$DSGU,U.S. Gas Distribution Index,371.81,-0.014367892267317,0.0117,0.0199,0.2395,100,1756156027,INDEX,False,9
$DSPM,U.S. Gold Mining Index,181.96,+0.09%,+2.57%,+8.66%,+40.89%,100% Buy,08/25/25,INDEX,No,9,$DSPM,U.S. Gold Mining Index,181.96,0.00093514494746694,0.0257,0.0866,0.4089,100,1756156027,INDEX,False,9
$DSHP,U.S. Health Care Providers Index,"2,481.19",-0.82%,+0.74%,+9.40%,-28.01%,56% Sell,08/25/25,INDEX,No,9,$DSHP,U.S. Health Care Providers Index,2481.19,-0.0081984250709517,0.0074,0.094,-0.2801,-56,1756156027,INDEX,False,9
