symbol,symbolName,lastPrice,percentChange,percentChange5d,percentChange1m,percentChange1y,opinion,tradeTime,symbolCode,hasOptions,symbolType,raw.symbol,raw.symbolName,raw.lastPrice,raw.percentChange,raw.percentChange5d,raw.percentChange1m,raw.percentChange1y,raw.opinion,raw.tradeTime,raw.symbolCode,raw.hasOptions,raw.symbolType
$DSHC,U.S. Health Care Index,"1,457.13",+0.56%,+0.24%,+0.93%,-11.20%,24% Sell,08/26/25,INDEX,No,9,$DSHC,U.S. Health Care Index,1457.13,0.0056,0.0024,0.0093,-0.112,-24,1756242660,INDEX,False,9
$DSIN,U.S. Industrials Index,"1,418.82",+0.86%,+1.30%,-1.31%,+14.56%,100% Buy,08/26/25,INDEX,No,9,$DSIN,U.S. Industrials Index,1418.82,0.0086,0.013,-0.0131,0.1456,100,1756242660,INDEX,False,9
$DSTL,U.S. Telecommunications Index,191.77,-0.51%,-1.99%,+2.26%,+23.67%,88% Buy,08/26/25,INDEX,No,9,$DSTL,U.S. Telecommunications Index,191.77,-0.0051,-0.0199,0.0226,0.2367,88,1756242660,INDEX,False,9
$DSUT,U.S. Utilities Index,423.08,+0.27%,-0.89%,+0.63%,+12.94%,80% Buy,08/26/25,INDEX,No,9,$DSUT,U.S. Utilities Index,423.08,0.0027,-0.0089,0.0063,0.1294,80,1756242660,INDEX,False,9
$DSAP,U.S. Automobiles & Parts Index,"1,345.01",+1.30%,+6.14%,+10.43%,+50.63%,72% Buy,08/26/25,INDEX,No,9,$DSAP,U.S. Automobiles & Parts Index,1345.01,0.013,0.0614,0.1043,0.5063,72,1756242660,INDEX,False,9
$DSBK,U.S. Banks Index,763.19,+1.30%,+3.86%,+0.94%,+29.64%,100% Buy,08/26/25,INDEX,No,9,$DSBK,U.S. Banks Index,763.19,0.013,0.0386,0.0094,0.2964,100,1756242660,INDEX,False,9
$DSBS,U.S. Basic Resources Index,420.54,+0.89%,+5.32%,+4.29%,+15.31%,100% Buy,08/26/25,INDEX,No,9,$DSBS,U.S. Basic Resources Index,420.54,0.0089,0.0532,0.0429,0.1531,100,1756242660,INDEX,False,9
$DSCH,U.S. Chemicals Index,858.01,+0.38%,+1.18%,-0.47%,-5.44%,56% Buy,08/26/25,INDEX,No,9,$DSCH,U.S. Chemicals Index,858.01,0.0038,0.0118,-0.0047,-0.0544,56,1756242660,INDEX,False,9
$DSCN,U.S. Construction & Materials Index,"2,077.93",+1.02%,+0.87%,-0.84%,+15.53%,100% Buy,08/26/25,INDEX,No,9,$DSCN,U.S. Construction & Materials Index,2077.93,0.0102,0.0087,-0.0084,0.1553,100,1756242660,INDEX,False,9
$DSFI,U.S. Financial Services Index,"2,494.06",+0.75%,+2.00%,+0.60%,+26.37%,100% Buy,08/26/25,INDEX,No,9,$DSFI,U.S. Financial Services Index,2494.06,0.0075,0.02,0.006,0.2637,100,1756242660,INDEX,False,9
$DSFB,U.S. Food & Beverage Index,708.05,-0.91%,-2.32%,-1.33%,-11.05%,56% Sell,08/26/25,INDEX,No,9,$DSFB,U.S. Food & Beverage Index,708.05,-0.0091,-0.0232,-0.0133,-0.1105,-56,1756242660,INDEX,False,9
$DSIG,U.S. Industrial Goods & Services Index,"1,461.54",+0.83%,+1.37%,-1.38%,+14.42%,100% Buy,08/26/25,INDEX,No,9,$DSIG,U.S. Industrial Goods & Services Index,1461.54,0.0083,0.0137,-0.0138,0.1442,100,1756242660,INDEX,False,9
$DSIR,U.S. Insurance Index,"1,350.54",-0.07%,-0.28%,+0.78%,+3.86%,56% Sell,08/26/25,INDEX,No,9,$DSIR,U.S. Insurance Index,1350.54,-0.0007,-0.0028,0.0078,0.0386,-56,1756242660,INDEX,False,9
$DSME,U.S. Media Index,836.12,-0.56%,+0.88%,-4.04%,+4.91%,8% Buy,08/26/25,INDEX,No,9,$DSME,U.S. Media Index,836.12,-0.0056,0.0088,-0.0404,0.0491,8,1756242660,INDEX,False,9
$DSEN,U.S. Oil & Gas Index,738.44,-0.20%,+3.63%,+0.84%,-2.46%,32% Buy,08/26/25,INDEX,No,9,$DSEN,U.S. Oil & Gas Index,738.44,-0.002,0.0363,0.0084,-0.0246,32,1756242660,INDEX,False,9
$DSNG,U.S. Personal & Household Goods Index,"1,065.73",-0.26%,-0.20%,+2.17%,+3.68%,100% Buy,08/26/25,INDEX,No,9,$DSNG,U.S. Personal & Household Goods Index,1065.73,-0.0026,-0.002,0.0217,0.0368,100,1756242660,INDEX,False,9
$DSRE,U.S. Real Estate Index,368.01,-0.35%,+0.78%,-1.08%,-2.92%,32% Buy,08/26/25,INDEX,No,9,$DSRE,U.S. Real Estate Index,368.01,-0.0035,0.0078,-0.0108,-0.0292,32,1756242660,INDEX,False,9
$DSRT,U.S. Retail Index,"3,161.49",+0.19%,-0.65%,+1.36%,+24.03%,100% Buy,08/26/25,INDEX,No,9,$DSRT,U.S. Retail Index,3161.49,0.0019,-0.0065,0.0136,0.2403,100,1756242660,INDEX,False,9
$DSTC,U.S. Technology Index,"7,971.99",+0.39%,+0.87%,+2.17%,+24.24%,100% Buy,08/26/25,INDEX,No,9,$DSTC,U.S. Technology Index,7971.99,0.0039,0.0087,0.0217,0.2424,100,1756242660,INDEX,False,9
$DSAE,U.S. Aerospace & Defense Index,"2,763.28",+2.31%,+3.03%,+0.63%,+31.41%,100% Buy,08/26/25,INDEX,No,9,$DSAE,U.S. Aerospace & Defense Index,2763.28,0.0231,0.0303,0.0063,0.3141,100,1756242660,INDEX,False,9
$DSBV,U.S. Beverages Index,944.01,-1.14%,-3.83%,-0.49%,-9.32%,16% Sell,08/26/25,INDEX,No,9,$DSBV,U.S. Beverages Index,944.01,-0.0114,-0.0383,-0.0049,-0.0932,-16,1756242660,INDEX,False,9
$DSEE,U.S. Electronic & Electrical Equipment Index,"1,123.93",+1.35%,+1.93%,-1.07%,+45.82%,96% Buy,08/26/25,INDEX,No,9,$DSEE,U.S. Electronic & Electrical Equipment Index,1123.93,0.0135,0.0193,-0.0107,0.4582,96,1756242660,INDEX,False,9
$DSGF,U.S. Financial Services Index,"2,795.52",+0.75%,+2.00%,+0.60%,+26.37%,100% Buy,08/26/25,INDEX,No,9,$DSGF,U.S. Financial Services Index,2795.52,0.0075,0.02,0.006,0.2637,100,1756242660,INDEX,False,9
$DSDR,U.S. Food & Drug Retailers Index,"1,541.97",-0.10%,-1.25%,-3.27%,+23.16%,40% Buy,08/26/25,INDEX,No,9,$DSDR,U.S. Food & Drug Retailers Index,1541.97,-0.001,-0.0125,-0.0327,0.2316,40,1756242660,INDEX,False,9
$DSFO,U.S. Food Producers Index,383.84,-0.47%,+0.64%,-2.84%,-14.07%,72% Sell,08/26/25,INDEX,No,9,$DSFO,U.S. Food Producers Index,383.84,-0.0047,0.0064,-0.0284,-0.1407,-72,1756242660,INDEX,False,9
$DSUO,U.S. Gas Water & Multiutilities Index,391.47,-0.04%,-1.02%,-0.03%,+10.18%,88% Buy,08/26/25,INDEX,No,9,$DSUO,U.S. Gas Water & Multiutilities Index,391.47,-0.0004,-0.0102,-0.0003,0.1018,88,1756242660,INDEX,False,9
$DSGI,U.S. General Industrials Index,736.92,+0.24%,+2.17%,-2.66%,+3.19%,24% Buy,08/26/25,INDEX,No,9,$DSGI,U.S. General Industrials Index,736.92,0.0024,0.0217,-0.0266,0.0319,24,1756242660,INDEX,False,9
$DSGT,U.S. General Retailers Index,"3,527.90",+0.20%,-0.62%,+1.61%,+24.05%,100% Buy,08/26/25,INDEX,No,9,$DSGT,U.S. General Retailers Index,3527.9,0.002,-0.0062,0.0161,0.2405,100,1756242660,INDEX,False,9
$DSMC,U.S. Health Care Equipment & Services Index,"2,255.15",+0.04%,+0.30%,+3.01%,-9.64%,56% Sell,08/26/25,INDEX,No,9,$DSMC,U.S. Health Care Equipment & Services Index,2255.15,0.0004,0.003,0.0301,-0.0964,-56,1756242660,INDEX,False,9
$DSHG,U.S. Household Goods & Home Construction Index,"1,074.73",-0.23%,-1.14%,+1.22%,-9.76%,8% Buy,08/26/25,INDEX,No,9,$DSHG,U.S. Household Goods & Home Construction Index,1074.73,-0.0023,-0.0114,0.0122,-0.0976,8,1756242660,INDEX,False,9
$DSIQ,U.S. Industrial Engineering Index,"4,447.75",+0.29%,+1.44%,unch,+13.78%,88% Buy,08/26/25,INDEX,No,9,$DSIQ,U.S. Industrial Engineering Index,4447.75,0.0029,0.0144,0.0,0.1378,88,1756242660,INDEX,False,9
$DSIM,U.S. Industrial Metals & Mining Index,519.31,+0.28%,+4.22%,-0.26%,+1.86%,64% Buy,08/26/25,INDEX,No,9,$DSIM,U.S. Industrial Metals & Mining Index,519.31,0.0028,0.0422,-0.0026,0.0186,64,1756242660,INDEX,False,9
$DSIT,U.S. Industrial Transportation Index,"1,430.53",-0.28%,-2.04%,-4.82%,-12.05%,32% Sell,08/26/25,INDEX,No,9,$DSIT,U.S. Industrial Transportation Index,1430.53,-0.0028,-0.0204,-0.0482,-0.1205,-32,1756242660,INDEX,False,9
$DSLE,U.S. Leisure Goods Index,"1,127.33",-0.20%,+2.58%,+5.84%,+44.69%,100% Buy,08/26/25,INDEX,No,9,$DSLE,U.S. Leisure Goods Index,1127.33,-0.002,0.0258,0.0584,0.4469,100,1756242660,INDEX,False,9
$DSMG,U.S. Mining Index,164.62,+1.85%,+7.15%,+10.66%,+43.11%,100% Buy,08/26/25,INDEX,No,9,$DSMG,U.S. Mining Index,164.62,0.0185,0.0715,0.1066,0.4311,100,1756242660,INDEX,False,9
$DSIX,U.S. Nonlife Insurance Index,"1,338.16",-0.16%,-0.73%,+0.43%,+3.73%,40% Sell,08/26/25,INDEX,No,9,$DSIX,U.S. Nonlife Insurance Index,1338.16,-0.0016,-0.0073,0.0043,0.0373,-40,1756242660,INDEX,False,9
$DSOG,U.S. Oil & Gas Producers Index,842.39,-0.27%,+4.05%,+1.48%,-3.87%,48% Buy,08/26/25,INDEX,No,9,$DSOG,U.S. Oil & Gas Producers Index,842.39,-0.0027,0.0405,0.0148,-0.0387,48,1756242660,INDEX,False,9
$DSOQ,U.S. Oil Equipment Services & Distribution Inde,453.41,+0.10%,+2.84%,-1.45%,+3.67%,40% Sell,08/26/25,INDEX,No,9,$DSOQ,U.S. Oil Equipment Services & Distribution Inde,453.41,0.001,0.0284,-0.0145,0.0367,-40,1756242660,INDEX,False,9
$DSPG,U.S. Personal Goods Index,553.48,+0.01%,+1.49%,-2.38%,-6.79%,40% Buy,08/26/25,INDEX,No,9,$DSPG,U.S. Personal Goods Index,553.48,0.0001,0.0149,-0.0238,-0.0679,40,1756242660,INDEX,False,9
$DSPN,U.S. Pharmaceuticals & Biotechnology Index,"1,110.51",+0.92%,+0.19%,-0.43%,-12.23%,40% Buy,08/26/25,INDEX,No,9,$DSPN,U.S. Pharmaceuticals & Biotechnology Index,1110.51,0.0092,0.0019,-0.0043,-0.1223,40,1756242660,INDEX,False,9
$DSRH,U.S. Real Estate Investment & Services Index,795.60,-0.94%,+1.68%,+5.42%,+28.36%,100% Buy,08/26/25,INDEX,No,9,$DSRH,U.S. Real Estate Investment & Services Index,795.6,-0.0094,0.0168,0.0542,0.2836,100,1756242660,INDEX,False,9
$DSRI,U.S. Real Estate Investment Trusts Index,147.39,-0.30%,+0.70%,-1.67%,-5.20%,16% Sell,08/26/25,INDEX,No,9,$DSRI,U.S. Real Estate Investment Trusts Index,147.39,-0.003,0.007,-0.0167,-0.052,-16,1756242660,INDEX,False,9
$DSSV,U.S. Software & Computer Services Index,"7,940.81",-0.28%,+0.03%,-0.73%,+25.63%,72% Buy,08/26/25,INDEX,No,9,$DSSV,U.S. Software & Computer Services Index,7940.81,-0.0028,0.0003,-0.0073,0.2563,72,1756242660,INDEX,False,9
$DSIS,U.S. Support Services Index,876.12,+0.09%,+0.46%,-2.72%,+1.08%,56% Sell,08/26/25,INDEX,No,9,$DSIS,U.S. Support Services Index,876.12,0.0009,0.0046,-0.0272,0.0108,-56,1756242660,INDEX,False,9
$DSTQ,U.S. Technology Hardware & Equipment Index,"8,972.69",+1.01%,+1.65%,+5.00%,+22.95%,100% Buy,08/26/25,INDEX,No,9,$DSTQ,U.S. Technology Hardware & Equipment Index,8972.69,0.0101,0.0165,0.05,0.2295,100,1756242660,INDEX,False,9
$DSCG,U.S. Travel & Leisure Index,"2,032.93",+0.62%,+1.26%,+0.83%,+26.03%,100% Buy,08/26/25,INDEX,No,9,$DSCG,U.S. Travel & Leisure Index,2032.93,0.0062,0.0126,0.0083,0.2603,100,1756242660,INDEX,False,9
$DSAS,U.S. Aerospace Index,"2,971.21",+2.84%,+3.46%,-0.92%,+42.07%,100% Buy,08/26/25,INDEX,No,9,$DSAS,U.S. Aerospace Index,2971.21,0.0284,0.0346,-0.0092,0.4207,100,1756242660,INDEX,False,9
$DSAR,U.S. Airlines Index,236.57,+1.68%,+2.08%,+8.26%,+65.39%,88% Buy,08/26/25,INDEX,No,9,$DSAR,U.S. Airlines Index,236.57,0.0168,0.0208,0.0826,0.6539,88,1756242660,INDEX,False,9
$DSAL,U.S. Aluminum Index,109.15,+0.48%,+7.04%,+3.61%,-7.55%,24% Buy,08/26/25,INDEX,No,9,$DSAL,U.S. Aluminum Index,109.15,0.0048,0.0704,0.0361,-0.0755,24,1756242660,INDEX,False,9
$DSRA,U.S. Apparel Retailers Index,"1,808.76",+0.69%,+1.23%,+7.14%,+7.92%,88% Buy,08/26/25,INDEX,No,9,$DSRA,U.S. Apparel Retailers Index,1808.76,0.0069,0.0123,0.0714,0.0792,88,1756242660,INDEX,False,9
$DSAG,U.S. Asset Managers Index,410.19,+0.84%,+1.92%,-1.10%,+25.74%,80% Buy,08/26/25,INDEX,No,9,$DSAG,U.S. Asset Managers Index,410.19,0.0084,0.0192,-0.011,0.2574,80,1756242660,INDEX,False,9
$DSAT,U.S. Auto Parts Index,433.39,+0.50%,+3.01%,+8.58%,+5.97%,100% Buy,08/26/25,INDEX,No,9,$DSAT,U.S. Auto Parts Index,433.39,0.005,0.0301,0.0858,0.0597,100,1756242660,INDEX,False,9
$DSAU,U.S. Automobiles Index,"1,213.56",+1.35%,+6.35%,+10.55%,+55.19%,72% Buy,08/26/25,INDEX,No,9,$DSAU,U.S. Automobiles Index,1213.56,0.0135,0.0635,0.1055,0.5519,72,1756242660,INDEX,False,9
$DSBT,U.S. Biotechnology Index,"2,751.00",+0.24%,-0.74%,+1.58%,-10.83%,56% Buy,08/26/25,INDEX,No,9,$DSBT,U.S. Biotechnology Index,2751.0,0.0024,-0.0074,0.0158,-0.1083,56,1756242660,INDEX,False,9
$DSDB,U.S. Brewers Index,513.80,-2.48%,-2.37%,-1.68%,-7.55%,56% Sell,08/26/25,INDEX,No,9,$DSDB,U.S. Brewers Index,513.8,-0.0248,-0.0237,-0.0168,-0.0755,-56,1756242660,INDEX,False,9
$DSBC,U.S. Broadcasting & Entertainment Index,"1,212.91",-0.59%,+0.98%,-2.09%,+11.44%,40% Buy,08/26/25,INDEX,No,9,$DSBC,U.S. Broadcasting & Entertainment Index,1212.91,-0.0059,0.0098,-0.0209,0.1144,40,1756242660,INDEX,False,9
$DSRB,U.S. Broadline Retailers Index,"4,770.87",+0.14%,-1.34%,-0.93%,+23.50%,88% Buy,08/26/25,INDEX,No,9,$DSRB,U.S. Broadline Retailers Index,4770.87,0.0014,-0.0134,-0.0093,0.235,88,1756242660,INDEX,False,9
$DSBD,U.S. Building Materials & Fixtures Index,"2,488.23",+0.86%,+0.53%,+0.06%,+9.67%,88% Buy,08/26/25,INDEX,No,9,$DSBD,U.S. Building Materials & Fixtures Index,2488.23,0.0086,0.0053,0.0006,0.0967,88,1756242660,INDEX,False,9
$DSIV,U.S. Business Support Services Index,"1,176.96",+0.04%,-0.25%,-4.93%,-10.85%,88% Sell,08/26/25,INDEX,No,9,$DSIV,U.S. Business Support Services Index,1176.96,0.0004,-0.0025,-0.0493,-0.1085,-88,1756242660,INDEX,False,9
$DSBE,U.S. Business Training & Employment Agencies Ind,117.02,-1.42%,+1.40%,-2.34%,-3.85%,56% Sell,08/26/25,INDEX,No,9,$DSBE,U.S. Business Training & Employment Agencies Ind,117.02,-0.0142,0.014,-0.0234,-0.0385,-56,1756242660,INDEX,False,9
$DSCF,U.S. Clothing & Accessories Index,280.03,+1.55%,+3.65%,-3.57%,+8.26%,40% Sell,08/26/25,INDEX,No,9,$DSCF,U.S. Clothing & Accessories Index,280.03,0.0155,0.0365,-0.0357,0.0826,-40,1756242660,INDEX,False,9
$DSHR,U.S. Commercial Vehicles & Trucks Index,"5,413.75",-0.08%,+1.48%,-1.05%,+20.80%,88% Buy,08/26/25,INDEX,No,9,$DSHR,U.S. Commercial Vehicles & Trucks Index,5413.75,-0.0008,0.0148,-0.0105,0.208,88,1756242660,INDEX,False,9
$DSCC,U.S. Commodity Chemicals Index,754.85,+0.50%,+1.12%,+0.26%,-7.28%,24% Buy,08/26/25,INDEX,No,9,$DSCC,U.S. Commodity Chemicals Index,754.85,0.005,0.0112,0.0026,-0.0728,24,1756242660,INDEX,False,9
$DSCR,U.S. Computer Hardware Index,"11,486.08",+0.86%,-0.39%,+6.82%,+1.11%,72% Buy,08/26/25,INDEX,No,9,$DSCR,U.S. Computer Hardware Index,11486.08,0.0086,-0.0039,0.0682,0.0111,72,1756242660,INDEX,False,9
$DSDV,U.S. Computer Services Index,248.93,+0.88%,+0.58%,-8.27%,+5.54%,40% Sell,08/26/25,INDEX,No,9,$DSDV,U.S. Computer Services Index,248.93,0.0088,0.0058,-0.0827,0.0554,-40,1756242660,INDEX,False,9
$DSSF,U.S. Consumer Finance Index,801.00,+0.54%,+2.84%,+2.00%,+32.72%,100% Buy,08/26/25,INDEX,No,9,$DSSF,U.S. Consumer Finance Index,801.0,0.0054,0.0284,0.02,0.3272,100,1756242660,INDEX,False,9
$DSVE,U.S. Conventional Electricity Index,421.30,+0.42%,-0.82%,+0.95%,+14.31%,88% Buy,08/26/25,INDEX,No,9,$DSVE,U.S. Conventional Electricity Index,421.3,0.0042,-0.0082,0.0095,0.1431,88,1756242660,INDEX,False,9
$DSDN,U.S. Defense Index,781.62,+1.08%,+2.03%,+4.49%,+11.89%,100% Buy,08/26/25,INDEX,No,9,$DSDN,U.S. Defense Index,781.62,0.0108,0.0203,0.0449,0.1189,100,1756242660,INDEX,False,9
$DSAF,U.S. Delivery Services Index,"1,024.90",-0.25%,-0.20%,-6.63%,-21.62%,56% Sell,08/26/25,INDEX,No,9,$DSAF,U.S. Delivery Services Index,1024.9,-0.0025,-0.002,-0.0663,-0.2162,-56,1756242660,INDEX,False,9
$DSVN,U.S. Distillers & Vintners Index,318.14,-3.38%,-4.06%,-8.39%,-34.59%,80% Sell,08/26/25,INDEX,No,9,$DSVN,U.S. Distillers & Vintners Index,318.14,-0.0338,-0.0406,-0.0839,-0.3459,-80,1756242660,INDEX,False,9
$DSID,U.S. Diversified Industrials Index,956.73,+0.73%,+2.22%,+0.79%,+12.53%,56% Buy,08/26/25,INDEX,No,9,$DSID,U.S. Diversified Industrials Index,956.73,0.0073,0.0222,0.0079,0.1253,56,1756242660,INDEX,False,9
$DSDT,U.S. Diversified Reits Index,56.68,+0.11%,+0.55%,+2.05%,+9.80%,100% Buy,08/26/25,INDEX,No,9,$DSDT,U.S. Diversified Reits Index,56.68,0.0011,0.0055,0.0205,0.098,100,1756242660,INDEX,False,9
$DSRD,U.S. Drug Retailers Index,"1,127.16",+0.59%,-1.41%,-2.29%,+26.68%,24% Buy,08/26/25,INDEX,No,9,$DSRD,U.S. Drug Retailers Index,1127.16,0.0059,-0.0141,-0.0229,0.2668,24,1756242660,INDEX,False,9
$DSHD,U.S. Durable Household Products Index,143.43,+1.56%,+1.42%,-3.65%,+5.18%,40% Buy,08/26/25,INDEX,No,9,$DSHD,U.S. Durable Household Products Index,143.43,0.0156,0.0142,-0.0365,0.0518,40,1756242660,INDEX,False,9
$DSEC,U.S. Electrical Components & Equipment Index,995.26,+1.83%,+2.22%,-3.32%,+49.39%,80% Buy,08/26/25,INDEX,No,9,$DSEC,U.S. Electrical Components & Equipment Index,995.26,0.0183,0.0222,-0.0332,0.4939,80,1756242660,INDEX,False,9
$DSEU,U.S. Electricity Index,420.07,+0.41%,-0.83%,+0.93%,+14.26%,88% Buy,08/26/25,INDEX,No,9,$DSEU,U.S. Electricity Index,420.07,0.0041,-0.0083,0.0093,0.1426,88,1756242660,INDEX,False,9
$DSAI,U.S. Electronic Equipment Index,"1,546.46",+0.27%,+1.26%,+4.54%,+38.10%,100% Buy,08/26/25,INDEX,No,9,$DSAI,U.S. Electronic Equipment Index,1546.46,0.0027,0.0126,0.0454,0.381,100,1756242660,INDEX,False,9
$DSOS,U.S. Exploration & Production Index,"1,021.78",-0.13%,+4.53%,+1.74%,-5.08%,48% Buy,08/26/25,INDEX,No,9,$DSOS,U.S. Exploration & Production Index,1021.78,-0.0013,0.0453,0.0174,-0.0508,48,1756242660,INDEX,False,9
$DSFA,U.S. Financial Administration Index,589.39,+0.05%,+0.80%,-3.93%,+3.16%,72% Sell,08/26/25,INDEX,No,9,$DSFA,U.S. Financial Administration Index,589.39,0.0005,0.008,-0.0393,0.0316,-72,1756242660,INDEX,False,9
$DSFC,U.S. Fixed Line Telecommunications Index,168.91,-0.60%,-1.41%,+1.95%,+43.69%,100% Buy,08/26/25,INDEX,No,9,$DSFC,U.S. Fixed Line Telecommunications Index,168.91,-0.006,-0.0141,0.0195,0.4369,100,1756242660,INDEX,False,9
$DSFP,U.S. Food Products Index,538.32,-0.08%,-0.24%,-4.87%,-15.86%,100% Sell,08/26/25,INDEX,No,9,$DSFP,U.S. Food Products Index,538.32,-0.0008,-0.0024,-0.0487,-0.1586,-100,1756242660,INDEX,False,9
$DSFD,U.S. Food Retailers & Wholesalers Index,"1,270.84",-0.50%,-1.16%,-3.84%,+21.28%,56% Buy,08/26/25,INDEX,No,9,$DSFD,U.S. Food Retailers & Wholesalers Index,1270.84,-0.005,-0.0116,-0.0384,0.2128,56,1756242660,INDEX,False,9
$DSFT,U.S. Footwear Index,"1,671.64",-0.45%,+2.88%,+0.93%,-12.34%,72% Buy,08/26/25,INDEX,No,9,$DSFT,U.S. Footwear Index,1671.64,-0.0045,0.0288,0.0093,-0.1234,72,1756242660,INDEX,False,9
$DSIF,U.S. Full Line Insurance Index,80.32,-0.64%,+0.05%,+8.51%,+6.99%,100% Buy,03/22/25,INDEX,No,9,$DSIF,U.S. Full Line Insurance Index,80.32,-0.0064324591786246,0.0005,0.0851,0.0699,100,1742619599,INDEX,False,9
$DSFH,U.S. Furnishings Index,481.77,+1.20%,+3.30%,+11.55%,+25.52%,100% Buy,08/26/25,INDEX,No,9,$DSFH,U.S. Furnishings Index,481.77,0.012,0.033,0.1155,0.2552,100,1756242660,INDEX,False,9
$DSCA,U.S. Gambling Index,767.81,+0.47%,+4.07%,+0.83%,+21.64%,88% Buy,08/26/25,INDEX,No,9,$DSCA,U.S. Gambling Index,767.81,0.0047,0.0407,0.0083,0.2164,88,1756242660,INDEX,False,9
$DSGU,U.S. Gas Distribution Index,371.94,+0.03%,+0.45%,+2.02%,+23.45%,100% Buy,08/26/25,INDEX,No,9,$DSGU,U.S. Gas Distribution Index,371.94,0.0003,0.0045,0.0202,0.2345,100,1756242660,INDEX,False,9
$DSPM,U.S. Gold Mining Index,185.33,+1.85%,+7.16%,+10.67%,+42.94%,100% Buy,08/26/25,INDEX,No,9,$DSPM,U.S. Gold Mining Index,185.33,0.0185,0.0716,0.1067,0.4294,100,1756242660,INDEX,False,9
$DSHP,U.S. Health Care Providers Index,"2,469.04",-0.49%,-0.16%,+8.87%,-28.41%,56% Sell,08/26/25,INDEX,No,9,$DSHP,U.S. Health Care Providers Index,2469.04,-0.0049,-0.0016,0.0887,-0.2841,-56,1756242660,INDEX,False,9
$DSHV,U.S. Heavy Construction Index,"2,001.53",+1.63%,+2.17%,-4.09%,+43.20%,100% Buy,08/26/25,INDEX,No,9,$DSHV,U.S. Heavy Construction Index,2001.53,0.0163,0.0217,-0.0409,0.432,100,1756242660,INDEX,False,9
$DSHB,U.S. Home Construction Index,"2,688.90",-0.73%,-0.14%,+12.46%,-10.07%,88% Buy,08/26/25,INDEX,No,9,$DSHB,U.S. Home Construction Index,2688.9,-0.0073,-0.0014,0.1246,-0.1007,88,1756242660,INDEX,False,9
$DSHI,U.S. Home Improvement Retailers Index,892.31,-0.31%,-0.03%,+9.77%,+8.09%,72% Buy,08/26/25,INDEX,No,9,$DSHI,U.S. Home Improvement Retailers Index,892.31,-0.0031,-0.0003,0.0977,0.0809,72,1756242660,INDEX,False,9
$DSLG,U.S. Hotels Index,"4,299.40",+0.13%,+0.80%,-2.15%,+20.90%,64% Buy,08/26/25,INDEX,No,9,$DSLG,U.S. Hotels Index,4299.4,0.0013,0.008,-0.0215,0.209,64,1756242660,INDEX,False,9
