symbol,symbolName,lastPrice,percentChange,percentChange5d,percentChange1m,percentChange1y,opinion,tradeTime,symbolCode,hasOptions,symbolType,raw.symbol,raw.symbolName,raw.lastPrice,raw.percentChange,raw.percentChange5d,raw.percentChange1m,raw.percentChange1y,raw.opinion,raw.tradeTime,raw.symbolCode,raw.hasOptions,raw.symbolType
$DSHC,U.S. Health Care Index,"1,457.40",+0.02%,-0.28%,+0.95%,-11.30%,8% Buy,08/27/25,INDEX,No,9,$DSHC,U.S. Health Care Index,1457.4,0.00018529575260957,-0.0028,0.0095,-0.113,8,1756329112,INDEX,False,9
$DSIN,U.S. Industrials Index,"1,419.47",+0.05%,+1.63%,-1.27%,+14.72%,100% Buy,08/27/25,INDEX,No,9,$DSIN,U.S. Industrials Index,1419.47,0.00045812717610415,0.0163,-0.0127,0.1472,100,1756329112,INDEX,False,9
$DSTL,U.S. Telecommunications Index,193.62,+0.96%,-1.61%,+3.24%,+24.63%,88% Buy,08/27/25,INDEX,No,9,$DSTL,U.S. Telecommunications Index,193.62,0.0096469729363299,-0.0161,0.0324,0.2463,88,1756329112,INDEX,False,9
$DSUT,U.S. Utilities Index,423.54,+0.11%,-0.87%,+0.73%,+13.92%,80% Buy,08/27/25,INDEX,No,9,$DSUT,U.S. Utilities Index,423.54,0.0010872648198923,-0.0087,0.0073,0.1392,80,1756329112,INDEX,False,9
$DSAP,U.S. Automobiles & Parts Index,"1,338.89",-0.46%,+7.27%,+9.93%,+52.08%,72% Buy,08/27/25,INDEX,No,9,$DSAP,U.S. Automobiles & Parts Index,1338.89,-0.0045501520434791,0.0727,0.0993,0.5208,72,1756329112,INDEX,False,9
$DSBK,U.S. Banks Index,767.86,+0.61%,+3.97%,+1.56%,+30.58%,100% Buy,08/27/25,INDEX,No,9,$DSBK,U.S. Banks Index,767.86,0.0061190529226011,0.0397,0.0156,0.3058,100,1756329112,INDEX,False,9
$DSBS,U.S. Basic Resources Index,420.25,-0.07%,+4.95%,+4.22%,+15.31%,100% Buy,08/27/25,INDEX,No,9,$DSBS,U.S. Basic Resources Index,420.25,-0.00068958957530799,0.0495,0.0422,0.1531,100,1756329112,INDEX,False,9
$DSCH,U.S. Chemicals Index,861.62,+0.42%,+1.10%,-0.05%,-5.26%,56% Buy,08/27/25,INDEX,No,9,$DSCH,U.S. Chemicals Index,861.62,0.0042074101700447,0.011,-0.0005,-0.0526,56,1756329112,INDEX,False,9
$DSCN,U.S. Construction & Materials Index,"2,077.91",unch,+1.89%,-0.84%,+16.62%,100% Buy,08/27/25,INDEX,No,9,$DSCN,U.S. Construction & Materials Index,2077.91,-9.6249633048186e-06,0.0189,-0.0084,0.1662,100,1756329112,INDEX,False,9
$DSFI,U.S. Financial Services Index,"2,492.51",-0.06%,+1.58%,+0.54%,+25.48%,100% Buy,08/27/25,INDEX,No,9,$DSFI,U.S. Financial Services Index,2492.51,-0.00062147662846913,0.0158,0.0054,0.2548,100,1756329112,INDEX,False,9
$DSFB,U.S. Food & Beverage Index,709.85,+0.25%,-2.30%,-1.07%,-10.84%,40% Sell,08/27/25,INDEX,No,9,$DSFB,U.S. Food & Beverage Index,709.85,0.0025421933479275,-0.023,-0.0107,-0.1084,-40,1756329112,INDEX,False,9
$DSIG,U.S. Industrial Goods & Services Index,"1,462.31",+0.05%,+1.59%,-1.33%,+14.46%,100% Buy,08/27/25,INDEX,No,9,$DSIG,U.S. Industrial Goods & Services Index,1462.31,0.00052684155069309,0.0159,-0.0133,0.1446,100,1756329112,INDEX,False,9
$DSIR,U.S. Insurance Index,"1,351.45",+0.07%,-1.14%,+0.85%,+3.33%,56% Sell,08/27/25,INDEX,No,9,$DSIR,U.S. Insurance Index,1351.45,0.00067380455225323,-0.0114,0.0085,0.0333,-56,1756329112,INDEX,False,9
$DSME,U.S. Media Index,839.62,+0.42%,+1.49%,-3.64%,+5.63%,24% Buy,08/27/25,INDEX,No,9,$DSME,U.S. Media Index,839.62,0.004186002009281,0.0149,-0.0364,0.0563,24,1756329112,INDEX,False,9
$DSEN,U.S. Oil & Gas Index,746.52,+1.09%,+3.87%,+1.94%,-0.48%,40% Buy,08/27/25,INDEX,No,9,$DSEN,U.S. Oil & Gas Index,746.52,0.010941985807919,0.0387,0.0194,-0.0048,40,1756329112,INDEX,False,9
$DSNG,U.S. Personal & Household Goods Index,"1,065.80",+0.01%,-0.52%,+2.18%,+3.77%,100% Buy,08/27/25,INDEX,No,9,$DSNG,U.S. Personal & Household Goods Index,1065.8,6.5682677601209e-05,-0.0052,0.0218,0.0377,100,1756329112,INDEX,False,9
$DSRE,U.S. Real Estate Index,369.97,+0.53%,+1.03%,-0.56%,-2.59%,48% Buy,08/27/25,INDEX,No,9,$DSRE,U.S. Real Estate Index,369.97,0.0053259422298308,0.0103,-0.0056,-0.0259,48,1756329112,INDEX,False,9
$DSRT,U.S. Retail Index,"3,169.11",+0.24%,+0.14%,+1.60%,+24.76%,100% Buy,08/27/25,INDEX,No,9,$DSRT,U.S. Retail Index,3169.11,0.0024102559236311,0.0014,0.016,0.2476,100,1756329112,INDEX,False,9
$DSTC,U.S. Technology Index,"8,004.92",+0.41%,+2.07%,+2.60%,+24.27%,100% Buy,08/27/25,INDEX,No,9,$DSTC,U.S. Technology Index,8004.92,0.0041307126576928,0.0207,0.026,0.2427,100,1756329112,INDEX,False,9
$DSAE,U.S. Aerospace & Defense Index,"2,757.23",-0.22%,+2.14%,+0.41%,+30.71%,100% Buy,08/27/25,INDEX,No,9,$DSAE,U.S. Aerospace & Defense Index,2757.23,-0.0021894270576996,0.0214,0.0041,0.3071,100,1756329112,INDEX,False,9
$DSBV,U.S. Beverages Index,948.39,+0.46%,-3.50%,-0.03%,-9.10%,32% Buy,08/27/25,INDEX,No,9,$DSBV,U.S. Beverages Index,948.39,0.0046397813582483,-0.035,-0.0003,-0.091,32,1756329112,INDEX,False,9
$DSEE,U.S. Electronic & Electrical Equipment Index,"1,123.16",-0.07%,+2.73%,-1.14%,+45.85%,96% Buy,08/27/25,INDEX,No,9,$DSEE,U.S. Electronic & Electrical Equipment Index,1123.16,-0.00068509604690682,0.0273,-0.0114,0.4585,96,1756329112,INDEX,False,9
$DSGF,U.S. Financial Services Index,"2,793.78",-0.06%,+1.58%,+0.54%,+25.48%,100% Buy,08/27/25,INDEX,No,9,$DSGF,U.S. Financial Services Index,2793.78,-0.00062242445054937,0.0158,0.0054,0.2548,100,1756329112,INDEX,False,9
$DSDR,U.S. Food & Drug Retailers Index,"1,545.24",+0.21%,-2.97%,-3.07%,+24.09%,40% Buy,08/27/25,INDEX,No,9,$DSDR,U.S. Food & Drug Retailers Index,1545.24,0.0021206638261445,-0.0297,-0.0307,0.2409,40,1756329112,INDEX,False,9
$DSFO,U.S. Food Producers Index,383.32,-0.14%,+0.05%,-2.98%,-13.90%,72% Sell,08/27/25,INDEX,No,9,$DSFO,U.S. Food Producers Index,383.32,-0.0013547311379741,0.0005,-0.0298,-0.139,-72,1756329112,INDEX,False,9
$DSUO,U.S. Gas Water & Multiutilities Index,392.93,+0.37%,-0.98%,+0.35%,+11.34%,88% Buy,08/27/25,INDEX,No,9,$DSUO,U.S. Gas Water & Multiutilities Index,392.93,0.003729532275781,-0.0098,0.0035,0.1134,88,1756329112,INDEX,False,9
$DSGI,U.S. General Industrials Index,733.97,-0.40%,+1.81%,-3.05%,+2.32%,24% Buy,08/27/25,INDEX,No,9,$DSGI,U.S. General Industrials Index,733.97,-0.0040031482386147,0.0181,-0.0305,0.0232,24,1756329112,INDEX,False,9
$DSGT,U.S. General Retailers Index,"3,536.45",+0.24%,+0.31%,+1.85%,+24.77%,100% Buy,08/27/25,INDEX,No,9,$DSGT,U.S. General Retailers Index,3536.45,0.0024235380821451,0.0031,0.0185,0.2477,100,1756329112,INDEX,False,9
$DSMC,U.S. Health Care Equipment & Services Index,"2,258.84",+0.16%,-0.30%,+3.17%,-9.78%,56% Sell,08/27/25,INDEX,No,9,$DSMC,U.S. Health Care Equipment & Services Index,2258.84,0.0016362547945813,-0.003,0.0317,-0.0978,-56,1756329112,INDEX,False,9
$DSHG,U.S. Household Goods & Home Construction Index,"1,079.27",+0.42%,-0.51%,+1.64%,-8.91%,8% Buy,08/27/25,INDEX,No,9,$DSHG,U.S. Household Goods & Home Construction Index,1079.27,0.004224316805151,-0.0051,0.0164,-0.0891,8,1756329112,INDEX,False,9
$DSIQ,U.S. Industrial Engineering Index,"4,474.13",+0.59%,+2.27%,+0.60%,+15.09%,88% Buy,08/27/25,INDEX,No,9,$DSIQ,U.S. Industrial Engineering Index,4474.13,0.0059310887527402,0.0227,0.006,0.1509,88,1756329112,INDEX,False,9
$DSIM,U.S. Industrial Metals & Mining Index,519.33,unch,+5.37%,-0.26%,+2.11%,64% Buy,08/27/25,INDEX,No,9,$DSIM,U.S. Industrial Metals & Mining Index,519.33,3.8512641774846e-05,0.0537,-0.0026,0.0211,64,1756329112,INDEX,False,9
$DSIT,U.S. Industrial Transportation Index,"1,425.67",-0.34%,-1.37%,-5.14%,-12.14%,32% Sell,08/27/25,INDEX,No,9,$DSIT,U.S. Industrial Transportation Index,1425.67,-0.0033973422437837,-0.0137,-0.0514,-0.1214,-32,1756329112,INDEX,False,9
$DSLE,U.S. Leisure Goods Index,"1,123.02",-0.38%,+2.36%,+5.43%,+44.42%,100% Buy,08/27/25,INDEX,No,9,$DSLE,U.S. Leisure Goods Index,1123.02,-0.0038231928539114,0.0236,0.0543,0.4442,100,1756329112,INDEX,False,9
$DSMG,U.S. Mining Index,164.44,-0.11%,+4.46%,+10.54%,+42.52%,100% Buy,08/27/25,INDEX,No,9,$DSMG,U.S. Mining Index,164.44,-0.0010934272870855,0.0446,0.1054,0.4252,100,1756329112,INDEX,False,9
$DSIX,U.S. Nonlife Insurance Index,"1,339.37",+0.09%,-1.60%,+0.52%,+3.14%,40% Sell,08/27/25,INDEX,No,9,$DSIX,U.S. Nonlife Insurance Index,1339.37,0.00090422669934822,-0.016,0.0052,0.0314,-40,1756329112,INDEX,False,9
$DSOG,U.S. Oil & Gas Producers Index,852.44,+1.19%,+4.30%,+2.69%,-1.66%,56% Buy,08/27/25,INDEX,No,9,$DSOG,U.S. Oil & Gas Producers Index,852.44,0.011930341053431,0.043,0.0269,-0.0166,56,1756329112,INDEX,False,9
$DSOQ,U.S. Oil Equipment Services & Distribution Inde,457.77,+0.96%,+3.11%,-0.50%,+5.10%,24% Sell,08/27/25,INDEX,No,9,$DSOQ,U.S. Oil Equipment Services & Distribution Inde,457.77,0.0096160208200083,0.0311,-0.005,0.051,-24,1756329112,INDEX,False,9
$DSPG,U.S. Personal Goods Index,557.19,+0.67%,+2.67%,-1.73%,-6.43%,56% Buy,08/27/25,INDEX,No,9,$DSPG,U.S. Personal Goods Index,557.19,0.0067030425670305,0.0267,-0.0173,-0.0643,56,1756329112,INDEX,False,9
$DSPN,U.S. Pharmaceuticals & Biotechnology Index,"1,109.61",-0.08%,-0.26%,-0.51%,-12.30%,40% Buy,08/27/25,INDEX,No,9,$DSPN,U.S. Pharmaceuticals & Biotechnology Index,1109.61,-0.00081043844720002,-0.0026,-0.0051,-0.123,40,1756329112,INDEX,False,9
$DSRH,U.S. Real Estate Investment & Services Index,793.25,-0.30%,+1.96%,+5.10%,+29.39%,100% Buy,08/27/25,INDEX,No,9,$DSRH,U.S. Real Estate Investment & Services Index,793.25,-0.0029537456008045,0.0196,0.051,0.2939,100,1756329112,INDEX,False,9
$DSRI,U.S. Real Estate Investment Trusts Index,148.29,+0.61%,+0.94%,-1.07%,-4.90%,Hold,08/27/25,INDEX,No,9,$DSRI,U.S. Real Estate Investment Trusts Index,148.29,0.0061062487278649,0.0094,-0.0107,-0.049,0,1756329112,INDEX,False,9
$DSSV,U.S. Software & Computer Services Index,"7,984.61",+0.55%,+1.21%,-0.18%,+26.46%,72% Buy,08/27/25,INDEX,No,9,$DSSV,U.S. Software & Computer Services Index,7984.61,0.0055158100999771,0.0121,-0.0018,0.2646,72,1756329112,INDEX,False,9
$DSIS,U.S. Support Services Index,878.33,+0.25%,+0.82%,-2.47%,+1.11%,40% Sell,08/27/25,INDEX,No,9,$DSIS,U.S. Support Services Index,878.33,0.0025224855042689,0.0082,-0.0247,0.0111,-40,1756329112,INDEX,False,9
$DSTQ,U.S. Technology Hardware & Equipment Index,"8,998.31",+0.29%,+2.87%,+5.30%,+22.26%,100% Buy,08/27/25,INDEX,No,9,$DSTQ,U.S. Technology Hardware & Equipment Index,8998.31,0.0028553310099869,0.0287,0.053,0.2226,100,1756329112,INDEX,False,9
$DSCG,U.S. Travel & Leisure Index,"2,032.96",unch,+1.90%,+0.83%,+24.68%,100% Buy,08/27/25,INDEX,No,9,$DSCG,U.S. Travel & Leisure Index,2032.96,1.4757025573912e-05,0.019,0.0083,0.2468,100,1756329112,INDEX,False,9
$DSAS,U.S. Aerospace Index,"2,962.84",-0.28%,+2.57%,-1.20%,+41.17%,100% Buy,08/27/25,INDEX,No,9,$DSAS,U.S. Aerospace Index,2962.84,-0.0028170341376072,0.0257,-0.012,0.4117,100,1756329112,INDEX,False,9
$DSAR,U.S. Airlines Index,236.55,-0.01%,+4.30%,+8.25%,+64.89%,88% Buy,08/27/25,INDEX,No,9,$DSAR,U.S. Airlines Index,236.55,-8.4541573318603e-05,0.043,0.0825,0.6489,88,1756329112,INDEX,False,9
$DSAL,U.S. Aluminum Index,108.63,-0.48%,+8.41%,+3.11%,-7.29%,24% Buy,08/27/25,INDEX,No,9,$DSAL,U.S. Aluminum Index,108.63,-0.0047640861200184,0.0841,0.0311,-0.0729,24,1756329112,INDEX,False,9
$DSRA,U.S. Apparel Retailers Index,"1,820.86",+0.67%,+0.30%,+7.85%,+8.73%,88% Buy,08/27/25,INDEX,No,9,$DSRA,U.S. Apparel Retailers Index,1820.86,0.0066896658484265,0.003,0.0785,0.0873,88,1756329112,INDEX,False,9
$DSAG,U.S. Asset Managers Index,410.10,-0.02%,+2.40%,-1.12%,+25.76%,80% Buy,08/27/25,INDEX,No,9,$DSAG,U.S. Asset Managers Index,410.1,-0.00021941051707739,0.024,-0.0112,0.2576,80,1756329112,INDEX,False,9
$DSAT,U.S. Auto Parts Index,434.18,+0.18%,+3.96%,+8.78%,+7.04%,100% Buy,08/27/25,INDEX,No,9,$DSAT,U.S. Auto Parts Index,434.18,0.0018228385518817,0.0396,0.0878,0.0704,100,1756329112,INDEX,False,9
$DSAU,U.S. Automobiles Index,"1,207.55",-0.50%,+7.48%,+10.00%,+56.71%,72% Buy,08/27/25,INDEX,No,9,$DSAU,U.S. Automobiles Index,1207.55,-0.004952371534988,0.0748,0.1,0.5671,72,1756329112,INDEX,False,9
$DSBT,U.S. Biotechnology Index,"2,747.87",-0.11%,-1.31%,+1.47%,-10.98%,56% Buy,08/27/25,INDEX,No,9,$DSBT,U.S. Biotechnology Index,2747.87,-0.001137768084333,-0.0131,0.0147,-0.1098,56,1756329112,INDEX,False,9
$DSDB,U.S. Brewers Index,521.97,+1.59%,-0.37%,-0.12%,-5.56%,40% Sell,08/27/25,INDEX,No,9,$DSDB,U.S. Brewers Index,521.97,0.015901128843908,-0.0037,-0.0012,-0.0556,-40,1756329112,INDEX,False,9
$DSBC,U.S. Broadcasting & Entertainment Index,"1,217.52",+0.38%,+1.58%,-1.72%,+12.23%,40% Buy,08/27/25,INDEX,No,9,$DSBC,U.S. Broadcasting & Entertainment Index,1217.52,0.0038007766445984,0.0158,-0.0172,0.1223,40,1756329112,INDEX,False,9
$DSRB,U.S. Broadline Retailers Index,"4,783.43",+0.26%,-0.14%,-0.67%,+24.55%,88% Buy,08/27/25,INDEX,No,9,$DSRB,U.S. Broadline Retailers Index,4783.43,0.0026326435220411,-0.0014,-0.0067,0.2455,88,1756329112,INDEX,False,9
$DSBD,U.S. Building Materials & Fixtures Index,"2,489.05",+0.03%,+1.63%,+0.09%,+10.96%,100% Buy,08/27/25,INDEX,No,9,$DSBD,U.S. Building Materials & Fixtures Index,2489.05,0.0003295515285967,0.0163,0.0009,0.1096,100,1756329112,INDEX,False,9
$DSIV,U.S. Business Support Services Index,"1,180.57",+0.31%,+0.23%,-4.64%,-11.23%,88% Sell,08/27/25,INDEX,No,9,$DSIV,U.S. Business Support Services Index,1180.57,0.0030672240348014,0.0023,-0.0464,-0.1123,-88,1756329112,INDEX,False,9
$DSBE,U.S. Business Training & Employment Agencies Ind,118.22,+1.03%,+1.47%,-1.34%,-2.51%,40% Sell,08/27/25,INDEX,No,9,$DSBE,U.S. Business Training & Employment Agencies Ind,118.22,0.010254657323534,0.0147,-0.0134,-0.0251,-40,1756329112,INDEX,False,9
$DSCF,U.S. Clothing & Accessories Index,282.44,+0.86%,+4.28%,-2.74%,+9.17%,56% Sell,08/27/25,INDEX,No,9,$DSCF,U.S. Clothing & Accessories Index,282.44,0.0086062207620613,0.0428,-0.0274,0.0917,-56,1756329112,INDEX,False,9
$DSHR,U.S. Commercial Vehicles & Trucks Index,"5,449.81",+0.67%,+1.94%,-0.39%,+22.59%,100% Buy,08/27/25,INDEX,No,9,$DSHR,U.S. Commercial Vehicles & Trucks Index,5449.81,0.0066608173631956,0.0194,-0.0039,0.2259,100,1756329112,INDEX,False,9
$DSCC,U.S. Commodity Chemicals Index,755.84,+0.13%,+0.52%,+0.40%,-7.49%,24% Buy,08/27/25,INDEX,No,9,$DSCC,U.S. Commodity Chemicals Index,755.84,0.0013115188448036,0.0052,0.004,-0.0749,24,1756329112,INDEX,False,9
$DSCR,U.S. Computer Hardware Index,"11,552.04",+0.57%,+2.17%,+7.43%,+1.38%,72% Buy,08/27/25,INDEX,No,9,$DSCR,U.S. Computer Hardware Index,11552.04,0.0057426032205941,0.0217,0.0743,0.0138,72,1756329112,INDEX,False,9
$DSDV,U.S. Computer Services Index,251.33,+0.96%,+1.26%,-7.38%,+6.03%,40% Sell,08/27/25,INDEX,No,9,$DSDV,U.S. Computer Services Index,251.33,0.0096412646125417,0.0126,-0.0738,0.0603,-40,1756329112,INDEX,False,9
$DSSF,U.S. Consumer Finance Index,799.95,-0.13%,+2.04%,+1.86%,+31.37%,100% Buy,08/27/25,INDEX,No,9,$DSSF,U.S. Consumer Finance Index,799.95,-0.0013108614232209,0.0204,0.0186,0.3137,100,1756329112,INDEX,False,9
$DSVE,U.S. Conventional Electricity Index,421.25,-0.01%,-0.82%,+0.94%,+15.20%,88% Buy,08/27/25,INDEX,No,9,$DSVE,U.S. Conventional Electricity Index,421.25,-0.00011868027533827,-0.0082,0.0094,0.152,88,1756329112,INDEX,False,9
$DSDN,U.S. Defense Index,781.06,-0.07%,+1.13%,+4.41%,+11.53%,100% Buy,08/27/25,INDEX,No,9,$DSDN,U.S. Defense Index,781.06,-0.00071646068422003,0.0113,0.0441,0.1153,100,1756329112,INDEX,False,9
$DSAF,U.S. Delivery Services Index,"1,030.17",+0.51%,+2.08%,-6.15%,-20.61%,56% Sell,08/27/25,INDEX,No,9,$DSAF,U.S. Delivery Services Index,1030.17,0.0051419650697629,0.0208,-0.0615,-0.2061,-56,1756329112,INDEX,False,9
$DSVN,U.S. Distillers & Vintners Index,322.99,+1.52%,-2.65%,-6.99%,-32.81%,88% Sell,08/27/25,INDEX,No,9,$DSVN,U.S. Distillers & Vintners Index,322.99,0.015244860753128,-0.0265,-0.0699,-0.3281,-88,1756329112,INDEX,False,9
$DSID,U.S. Diversified Industrials Index,953.09,-0.38%,+1.66%,+0.40%,+11.44%,56% Buy,08/27/25,INDEX,No,9,$DSID,U.S. Diversified Industrials Index,953.09,-0.0038046261745738,0.0166,0.004,0.1144,56,1756329112,INDEX,False,9
$DSDT,U.S. Diversified Reits Index,57.46,+1.38%,+0.31%,+3.46%,+11.70%,100% Buy,08/27/25,INDEX,No,9,$DSDT,U.S. Diversified Reits Index,57.46,0.013761467889908,0.0031,0.0346,0.117,100,1756329112,INDEX,False,9
$DSRD,U.S. Drug Retailers Index,"1,134.48",+0.65%,-3.39%,-1.65%,+28.75%,24% Buy,08/27/25,INDEX,No,9,$DSRD,U.S. Drug Retailers Index,1134.48,0.0064941978068774,-0.0339,-0.0165,0.2875,24,1756329112,INDEX,False,9
$DSHD,U.S. Durable Household Products Index,144.97,+1.07%,+4.16%,-2.62%,+6.45%,40% Buy,08/27/25,INDEX,No,9,$DSHD,U.S. Durable Household Products Index,144.97,0.010736944851147,0.0416,-0.0262,0.0645,40,1756329112,INDEX,False,9
$DSEC,U.S. Electrical Components & Equipment Index,993.82,-0.14%,+2.81%,-3.46%,+49.37%,80% Buy,08/27/25,INDEX,No,9,$DSEC,U.S. Electrical Components & Equipment Index,993.82,-0.0014468581074292,0.0281,-0.0346,0.4937,80,1756329112,INDEX,False,9
$DSEU,U.S. Electricity Index,420.02,-0.01%,-0.82%,+0.92%,+15.15%,88% Buy,08/27/25,INDEX,No,9,$DSEU,U.S. Electricity Index,420.02,-0.00011902778108413,-0.0082,0.0092,0.1515,88,1756329112,INDEX,False,9
$DSAI,U.S. Electronic Equipment Index,"1,548.07",+0.10%,+2.57%,+4.65%,+38.23%,100% Buy,08/27/25,INDEX,No,9,$DSAI,U.S. Electronic Equipment Index,1548.07,0.0010410873866766,0.0257,0.0465,0.3823,100,1756329112,INDEX,False,9
$DSOS,U.S. Exploration & Production Index,"1,034.17",+1.21%,+4.77%,+2.97%,-2.74%,56% Buy,08/27/25,INDEX,No,9,$DSOS,U.S. Exploration & Production Index,1034.17,0.012125897942806,0.0477,0.0297,-0.0274,56,1756329112,INDEX,False,9
$DSFA,U.S. Financial Administration Index,589.41,unch,+0.74%,-3.93%,+2.60%,72% Sell,08/27/25,INDEX,No,9,$DSFA,U.S. Financial Administration Index,589.41,3.3933388757837e-05,0.0074,-0.0393,0.026,-72,1756329112,INDEX,False,9
$DSFC,U.S. Fixed Line Telecommunications Index,171.77,+1.69%,-0.72%,+3.68%,+47.03%,100% Buy,08/27/25,INDEX,No,9,$DSFC,U.S. Fixed Line Telecommunications Index,171.77,0.016932094014564,-0.0072,0.0368,0.4703,100,1756329112,INDEX,False,9
$DSFP,U.S. Food Products Index,537.45,-0.16%,-0.68%,-5.02%,-15.65%,100% Sell,08/27/25,INDEX,No,9,$DSFP,U.S. Food Products Index,537.45,-0.0016161390994204,-0.0068,-0.0502,-0.1565,-100,1756329112,INDEX,False,9
$DSFD,U.S. Food Retailers & Wholesalers Index,"1,270.32",-0.04%,-2.73%,-3.88%,+21.60%,56% Buy,08/27/25,INDEX,No,9,$DSFD,U.S. Food Retailers & Wholesalers Index,1270.32,-0.00040917818136035,-0.0273,-0.0388,0.216,56,1756329112,INDEX,False,9
$DSFT,U.S. Footwear Index,"1,669.36",-0.14%,+3.57%,+0.79%,-13.42%,72% Buy,08/27/25,INDEX,No,9,$DSFT,U.S. Footwear Index,1669.36,-0.0013639300327823,0.0357,0.0079,-0.1342,72,1756329112,INDEX,False,9
$DSIF,U.S. Full Line Insurance Index,80.32,-0.64%,+0.05%,+8.51%,+6.99%,100% Buy,03/22/25,INDEX,No,9,$DSIF,U.S. Full Line Insurance Index,80.32,-0.0064324591786246,0.0005,0.0851,0.0699,100,1742619599,INDEX,False,9
$DSFH,U.S. Furnishings Index,484.03,+0.47%,+5.00%,+12.07%,+27.13%,100% Buy,08/27/25,INDEX,No,9,$DSFH,U.S. Furnishings Index,484.03,0.00469103514125,0.05,0.1207,0.2713,100,1756329112,INDEX,False,9
$DSCA,U.S. Gambling Index,778.43,+1.38%,+5.09%,+2.22%,+23.30%,88% Buy,08/27/25,INDEX,No,9,$DSCA,U.S. Gambling Index,778.43,0.013831546867063,0.0509,0.0222,0.233,88,1756329112,INDEX,False,9
$DSGU,U.S. Gas Distribution Index,373.99,+0.55%,+0.60%,+2.59%,+25.02%,100% Buy,08/27/25,INDEX,No,9,$DSGU,U.S. Gas Distribution Index,373.99,0.0055116416626338,0.006,0.0259,0.2502,100,1756329112,INDEX,False,9
$DSPM,U.S. Gold Mining Index,185.13,-0.11%,+4.46%,+10.55%,+42.32%,100% Buy,08/27/25,INDEX,No,9,$DSPM,U.S. Gold Mining Index,185.13,-0.0010791560999299,0.0446,0.1055,0.4232,100,1756329112,INDEX,False,9
$DSHP,U.S. Health Care Providers Index,"2,486.40",+0.70%,+0.73%,+9.63%,-27.92%,56% Sell,08/27/25,INDEX,No,9,$DSHP,U.S. Health Care Providers Index,2486.4,0.0070310728056249,0.0073,0.0963,-0.2792,-56,1756329112,INDEX,False,9
$DSHV,U.S. Heavy Construction Index,"1,998.96",-0.13%,+2.86%,-4.21%,+42.80%,100% Buy,08/27/25,INDEX,No,9,$DSHV,U.S. Heavy Construction Index,1998.96,-0.0012840177264392,0.0286,-0.0421,0.428,100,1756329112,INDEX,False,9
